,addrcode,Year,WeekNum,NumberCases,area,DFpA
126,100101,2016,22,0,1.411,0.0
127,100101,2016,23,0,1.411,0.0
128,100101,2016,24,0,1.411,0.0
129,100101,2016,25,0,1.411,0.0
130,100101,2016,26,0,1.411,0.0
131,100101,2016,27,0,1.411,0.0
132,100101,2016,28,0,1.411,0.0
133,100101,2016,29,0,1.411,0.0
134,100101,2016,30,0,1.411,0.0
135,100101,2016,31,0,1.411,0.0
136,100101,2016,32,0,1.411,0.0
137,100101,2016,33,0,1.411,0.0
138,100101,2016,34,0,1.411,0.0
139,100101,2016,35,0,1.411,0.0
140,100101,2016,36,0,1.411,0.0
141,100101,2016,37,0,1.411,0.0
142,100101,2016,38,0,1.411,0.0
143,100101,2016,39,0,1.411,0.0
144,100101,2016,40,0,1.411,0.0
145,100101,2016,41,0,1.411,0.0
146,100101,2016,42,0,1.411,0.0
147,100101,2016,43,0,1.411,0.0
148,100101,2016,44,0,1.411,0.0
149,100101,2016,45,0,1.411,0.0
150,100101,2016,46,0,1.411,0.0
151,100101,2016,47,0,1.411,0.0
152,100101,2016,48,0,1.411,0.0
153,100101,2016,49,0,1.411,0.0
154,100101,2016,50,0,1.411,0.0
155,100101,2016,51,0,1.411,0.0
156,100101,2016,52,1,1.411,0.7087172218284904
157,100101,2017,1,0,1.411,0.0
158,100101,2017,2,0,1.411,0.0
159,100101,2017,3,0,1.411,0.0
160,100101,2017,4,0,1.411,0.0
161,100101,2017,5,0,1.411,0.0
162,100101,2017,6,0,1.411,0.0
163,100101,2017,7,0,1.411,0.0
164,100101,2017,8,0,1.411,0.0
165,100101,2017,9,0,1.411,0.0
166,100101,2017,10,0,1.411,0.0
167,100101,2017,11,0,1.411,0.0
168,100101,2017,12,0,1.411,0.0
169,100101,2017,13,0,1.411,0.0
170,100101,2017,14,0,1.411,0.0
171,100101,2017,15,0,1.411,0.0
172,100101,2017,16,0,1.411,0.0
173,100101,2017,17,0,1.411,0.0
174,100101,2017,18,0,1.411,0.0
175,100101,2017,19,0,1.411,0.0
176,100101,2017,20,0,1.411,0.0
177,100101,2017,21,0,1.411,0.0
178,100101,2017,22,0,1.411,0.0
179,100101,2017,23,0,1.411,0.0
180,100101,2017,24,0,1.411,0.0
181,100101,2017,25,0,1.411,0.0
182,100101,2017,26,0,1.411,0.0
183,100101,2017,27,0,1.411,0.0
184,100101,2017,28,0,1.411,0.0
185,100101,2017,29,0,1.411,0.0
186,100101,2017,30,0,1.411,0.0
187,100101,2017,31,0,1.411,0.0
188,100101,2017,32,0,1.411,0.0
189,100101,2017,33,0,1.411,0.0
190,100101,2017,34,0,1.411,0.0
191,100101,2017,35,0,1.411,0.0
192,100101,2017,36,0,1.411,0.0
193,100101,2017,37,0,1.411,0.0
194,100101,2017,38,0,1.411,0.0
195,100101,2017,39,0,1.411,0.0
196,100101,2017,40,1,1.411,0.7087172218284904
197,100101,2017,41,0,1.411,0.0
198,100101,2017,42,1,1.411,0.7087172218284904
199,100101,2017,43,0,1.411,0.0
200,100101,2017,44,0,1.411,0.0
201,100101,2017,45,0,1.411,0.0
202,100101,2017,46,0,1.411,0.0
203,100101,2017,47,0,1.411,0.0
204,100101,2017,48,0,1.411,0.0
205,100101,2017,49,0,1.411,0.0
206,100101,2017,50,0,1.411,0.0
207,100101,2017,51,0,1.411,0.0
208,100101,2017,52,0,1.411,0.0
209,100101,2018,1,0,1.411,0.0
210,100101,2018,2,0,1.411,0.0
211,100101,2018,3,0,1.411,0.0
212,100101,2018,4,0,1.411,0.0
213,100101,2018,5,0,1.411,0.0
214,100101,2018,6,0,1.411,0.0
215,100101,2018,7,0,1.411,0.0
216,100101,2018,8,0,1.411,0.0
217,100101,2018,9,0,1.411,0.0
218,100101,2018,10,0,1.411,0.0
219,100101,2018,11,0,1.411,0.0
220,100101,2018,12,0,1.411,0.0
221,100101,2018,13,0,1.411,0.0
222,100101,2018,14,0,1.411,0.0
223,100101,2018,15,0,1.411,0.0
224,100101,2018,16,0,1.411,0.0
225,100101,2018,17,0,1.411,0.0
226,100101,2018,18,0,1.411,0.0
227,100101,2018,19,0,1.411,0.0
228,100101,2018,20,0,1.411,0.0
229,100101,2018,21,0,1.411,0.0
230,100101,2018,22,0,1.411,0.0
231,100101,2018,23,0,1.411,0.0
232,100101,2018,24,0,1.411,0.0
233,100102,2014,1,0,0.662,0.0
234,100102,2014,2,1,0.662,1.510574018126888
235,100102,2014,3,0,0.662,0.0
236,100102,2014,4,0,0.662,0.0
237,100102,2014,5,1,0.662,1.510574018126888
238,100102,2014,6,0,0.662,0.0
239,100102,2014,7,0,0.662,0.0
240,100102,2014,8,0,0.662,0.0
241,100102,2014,9,0,0.662,0.0
242,100102,2014,10,0,0.662,0.0
243,100102,2014,11,0,0.662,0.0
244,100102,2014,12,0,0.662,0.0
245,100102,2014,13,0,0.662,0.0
246,100102,2014,14,0,0.662,0.0
247,100102,2014,15,0,0.662,0.0
248,100102,2014,16,0,0.662,0.0
249,100102,2014,17,0,0.662,0.0
250,100102,2014,18,0,0.662,0.0
251,100102,2014,19,0,0.662,0.0
252,100102,2014,20,0,0.662,0.0
253,100102,2014,21,0,0.662,0.0
254,100102,2014,22,0,0.662,0.0
255,100102,2014,23,0,0.662,0.0
256,100102,2014,24,0,0.662,0.0
257,100102,2014,25,0,0.662,0.0
258,100102,2014,26,0,0.662,0.0
259,100102,2014,27,0,0.662,0.0
260,100102,2014,28,0,0.662,0.0
261,100102,2014,29,0,0.662,0.0
262,100102,2014,30,0,0.662,0.0
263,100102,2014,31,0,0.662,0.0
264,100102,2014,32,0,0.662,0.0
265,100102,2014,33,0,0.662,0.0
266,100102,2014,34,0,0.662,0.0
267,100102,2014,35,0,0.662,0.0
268,100102,2014,36,0,0.662,0.0
269,100102,2014,37,0,0.662,0.0
270,100102,2014,38,0,0.662,0.0
271,100102,2014,39,1,0.662,1.510574018126888
272,100102,2014,40,0,0.662,0.0
273,100102,2014,41,0,0.662,0.0
274,100102,2014,42,0,0.662,0.0
275,100102,2014,43,0,0.662,0.0
276,100102,2014,44,0,0.662,0.0
277,100102,2014,45,0,0.662,0.0
278,100102,2014,46,0,0.662,0.0
279,100102,2014,47,0,0.662,0.0
280,100102,2014,48,0,0.662,0.0
281,100102,2014,49,0,0.662,0.0
282,100102,2014,50,0,0.662,0.0
283,100102,2014,51,0,0.662,0.0
284,100102,2014,52,0,0.662,0.0
285,100102,2015,1,0,0.662,0.0
286,100102,2015,2,0,0.662,0.0
287,100102,2015,3,0,0.662,0.0
288,100102,2015,4,0,0.662,0.0
289,100102,2015,5,0,0.662,0.0
290,100102,2015,6,0,0.662,0.0
291,100102,2015,7,0,0.662,0.0
292,100102,2015,8,0,0.662,0.0
293,100102,2015,9,0,0.662,0.0
294,100102,2015,10,0,0.662,0.0
295,100102,2015,11,0,0.662,0.0
296,100102,2015,12,0,0.662,0.0
297,100102,2015,13,0,0.662,0.0
298,100102,2015,14,0,0.662,0.0
299,100102,2015,15,1,0.662,1.510574018126888
300,100102,2015,16,0,0.662,0.0
301,100102,2015,17,0,0.662,0.0
302,100102,2015,18,1,0.662,1.510574018126888
303,100102,2015,19,0,0.662,0.0
304,100102,2015,20,2,0.662,3.021148036253776
305,100102,2015,21,0,0.662,0.0
306,100102,2015,22,0,0.662,0.0
307,100102,2015,23,0,0.662,0.0
308,100102,2015,24,0,0.662,0.0
309,100102,2015,25,1,0.662,1.510574018126888
310,100102,2015,26,1,0.662,1.510574018126888
311,100102,2015,27,0,0.662,0.0
312,100102,2015,28,0,0.662,0.0
313,100102,2015,29,0,0.662,0.0
314,100102,2015,30,1,0.662,1.510574018126888
315,100102,2015,31,0,0.662,0.0
316,100102,2015,32,2,0.662,3.021148036253776
317,100102,2015,33,0,0.662,0.0
318,100102,2015,34,0,0.662,0.0
319,100102,2015,35,2,0.662,3.021148036253776
320,100102,2015,36,1,0.662,1.510574018126888
321,100102,2015,37,0,0.662,0.0
322,100102,2015,38,1,0.662,1.510574018126888
323,100102,2015,39,0,0.662,0.0
324,100102,2015,40,1,0.662,1.510574018126888
325,100102,2015,41,2,0.662,3.021148036253776
326,100102,2015,42,2,0.662,3.021148036253776
327,100102,2015,43,1,0.662,1.510574018126888
328,100102,2015,44,2,0.662,3.021148036253776
329,100102,2015,45,1,0.662,1.510574018126888
330,100102,2015,46,1,0.662,1.510574018126888
331,100102,2015,47,1,0.662,1.510574018126888
332,100102,2015,48,2,0.662,3.021148036253776
333,100102,2015,49,1,0.662,1.510574018126888
334,100102,2015,50,1,0.662,1.510574018126888
335,100102,2015,51,2,0.662,3.021148036253776
336,100102,2015,52,0,0.662,0.0
337,100102,2015,53,0,0.662,0.0
338,100102,2016,1,2,0.662,3.021148036253776
339,100102,2016,2,1,0.662,1.510574018126888
340,100102,2016,3,0,0.662,0.0
341,100102,2016,4,0,0.662,0.0
342,100102,2016,5,1,0.662,1.510574018126888
343,100102,2016,6,0,0.662,0.0
344,100102,2016,7,0,0.662,0.0
345,100102,2016,8,0,0.662,0.0
346,100102,2016,9,1,0.662,1.510574018126888
347,100102,2016,10,0,0.662,0.0
348,100102,2016,11,0,0.662,0.0
349,100102,2016,12,0,0.662,0.0
350,100102,2016,13,0,0.662,0.0
351,100102,2016,14,0,0.662,0.0
352,100102,2016,15,0,0.662,0.0
353,100102,2016,16,0,0.662,0.0
354,100102,2016,17,0,0.662,0.0
355,100102,2016,18,0,0.662,0.0
356,100102,2016,19,0,0.662,0.0
357,100102,2016,20,0,0.662,0.0
358,100102,2016,21,0,0.662,0.0
359,100102,2016,22,0,0.662,0.0
360,100102,2016,23,0,0.662,0.0
361,100102,2016,24,0,0.662,0.0
362,100102,2016,25,0,0.662,0.0
363,100102,2016,26,0,0.662,0.0
364,100102,2016,27,0,0.662,0.0
365,100102,2016,28,1,0.662,1.510574018126888
366,100102,2016,29,0,0.662,0.0
367,100102,2016,30,0,0.662,0.0
368,100102,2016,31,0,0.662,0.0
369,100102,2016,32,0,0.662,0.0
370,100102,2016,33,0,0.662,0.0
371,100102,2016,34,0,0.662,0.0
372,100102,2016,35,0,0.662,0.0
373,100102,2016,36,0,0.662,0.0
374,100102,2016,37,0,0.662,0.0
375,100102,2016,38,0,0.662,0.0
376,100102,2016,39,0,0.662,0.0
377,100102,2016,40,0,0.662,0.0
378,100102,2016,41,0,0.662,0.0
379,100102,2016,42,0,0.662,0.0
380,100102,2016,43,0,0.662,0.0
381,100102,2016,44,0,0.662,0.0
382,100102,2016,45,0,0.662,0.0
383,100102,2016,46,0,0.662,0.0
384,100102,2016,47,0,0.662,0.0
385,100102,2016,48,1,0.662,1.510574018126888
386,100102,2016,49,0,0.662,0.0
387,100102,2016,50,0,0.662,0.0
388,100102,2016,51,1,0.662,1.510574018126888
389,100102,2016,52,1,0.662,1.510574018126888
390,100102,2017,1,0,0.662,0.0
391,100102,2017,2,0,0.662,0.0
392,100102,2017,3,0,0.662,0.0
393,100102,2017,4,0,0.662,0.0
394,100102,2017,5,0,0.662,0.0
395,100102,2017,6,0,0.662,0.0
396,100102,2017,7,0,0.662,0.0
397,100102,2017,8,0,0.662,0.0
398,100102,2017,9,0,0.662,0.0
399,100102,2017,10,0,0.662,0.0
400,100102,2017,11,1,0.662,1.510574018126888
401,100102,2017,12,0,0.662,0.0
402,100102,2017,13,0,0.662,0.0
403,100102,2017,14,0,0.662,0.0
404,100102,2017,15,0,0.662,0.0
405,100102,2017,16,1,0.662,1.510574018126888
406,100102,2017,17,0,0.662,0.0
407,100102,2017,18,0,0.662,0.0
408,100102,2017,19,0,0.662,0.0
409,100102,2017,20,0,0.662,0.0
410,100102,2017,21,0,0.662,0.0
411,100102,2017,22,0,0.662,0.0
412,100102,2017,23,0,0.662,0.0
413,100102,2017,24,0,0.662,0.0
414,100102,2017,25,0,0.662,0.0
415,100102,2017,26,0,0.662,0.0
416,100102,2017,27,0,0.662,0.0
417,100102,2017,28,0,0.662,0.0
418,100102,2017,29,0,0.662,0.0
419,100102,2017,30,1,0.662,1.510574018126888
420,100102,2017,31,0,0.662,0.0
421,100102,2017,32,0,0.662,0.0
422,100102,2017,33,0,0.662,0.0
423,100102,2017,34,1,0.662,1.510574018126888
424,100102,2017,35,0,0.662,0.0
425,100102,2017,36,0,0.662,0.0
426,100102,2017,37,0,0.662,0.0
427,100102,2017,38,0,0.662,0.0
428,100102,2017,39,0,0.662,0.0
429,100102,2017,40,1,0.662,1.510574018126888
430,100102,2017,41,0,0.662,0.0
431,100102,2017,42,0,0.662,0.0
432,100102,2017,43,0,0.662,0.0
433,100102,2017,44,0,0.662,0.0
434,100102,2017,45,0,0.662,0.0
435,100102,2017,46,0,0.662,0.0
436,100102,2017,47,0,0.662,0.0
437,100102,2017,48,0,0.662,0.0
438,100102,2017,49,0,0.662,0.0
439,100102,2017,50,0,0.662,0.0
440,100102,2017,51,0,0.662,0.0
441,100102,2017,52,0,0.662,0.0
442,100102,2018,1,0,0.662,0.0
443,100102,2018,2,0,0.662,0.0
444,100102,2018,3,0,0.662,0.0
445,100102,2018,4,0,0.662,0.0
446,100102,2018,5,0,0.662,0.0
447,100102,2018,6,0,0.662,0.0
448,100102,2018,7,0,0.662,0.0
449,100102,2018,8,0,0.662,0.0
450,100102,2018,9,0,0.662,0.0
451,100102,2018,10,0,0.662,0.0
452,100102,2018,11,0,0.662,0.0
453,100102,2018,12,0,0.662,0.0
454,100102,2018,13,0,0.662,0.0
455,100102,2018,14,0,0.662,0.0
456,100102,2018,15,0,0.662,0.0
457,100102,2018,16,0,0.662,0.0
458,100102,2018,17,0,0.662,0.0
459,100102,2018,18,0,0.662,0.0
460,100102,2018,19,1,0.662,1.510574018126888
461,100102,2018,20,1,0.662,1.510574018126888
462,100102,2018,21,0,0.662,0.0
463,100102,2018,22,0,0.662,0.0
464,100102,2018,23,0,0.662,0.0
465,100102,2018,24,0,0.662,0.0
466,100103,2014,1,0,0.197,0.0
467,100103,2014,2,0,0.197,0.0
468,100103,2014,3,0,0.197,0.0
469,100103,2014,4,0,0.197,0.0
470,100103,2014,5,1,0.197,5.0761421319796955
471,100103,2014,6,0,0.197,0.0
472,100103,2014,7,0,0.197,0.0
473,100103,2014,8,0,0.197,0.0
474,100103,2014,9,0,0.197,0.0
475,100103,2014,10,0,0.197,0.0
476,100103,2014,11,0,0.197,0.0
477,100103,2014,12,0,0.197,0.0
478,100103,2014,13,0,0.197,0.0
479,100103,2014,14,0,0.197,0.0
480,100103,2014,15,0,0.197,0.0
481,100103,2014,16,0,0.197,0.0
482,100103,2014,17,0,0.197,0.0
483,100103,2014,18,0,0.197,0.0
484,100103,2014,19,0,0.197,0.0
485,100103,2014,20,1,0.197,5.0761421319796955
486,100103,2014,21,1,0.197,5.0761421319796955
487,100103,2014,22,0,0.197,0.0
488,100103,2014,23,0,0.197,0.0
489,100103,2014,24,0,0.197,0.0
490,100103,2014,25,0,0.197,0.0
491,100103,2014,26,0,0.197,0.0
492,100103,2014,27,0,0.197,0.0
493,100103,2014,28,0,0.197,0.0
494,100103,2014,29,0,0.197,0.0
495,100103,2014,30,0,0.197,0.0
496,100103,2014,31,0,0.197,0.0
497,100103,2014,32,0,0.197,0.0
498,100103,2014,33,0,0.197,0.0
499,100103,2014,34,0,0.197,0.0
500,100103,2014,35,0,0.197,0.0
501,100103,2014,36,0,0.197,0.0
502,100103,2014,37,0,0.197,0.0
503,100103,2014,38,0,0.197,0.0
504,100103,2014,39,0,0.197,0.0
505,100103,2014,40,0,0.197,0.0
506,100103,2014,41,0,0.197,0.0
507,100103,2014,42,0,0.197,0.0
508,100103,2014,43,0,0.197,0.0
509,100103,2014,44,0,0.197,0.0
510,100103,2014,45,0,0.197,0.0
511,100103,2014,46,0,0.197,0.0
512,100103,2014,47,0,0.197,0.0
513,100103,2014,48,1,0.197,5.0761421319796955
514,100103,2014,49,0,0.197,0.0
515,100103,2014,50,0,0.197,0.0
516,100103,2014,51,0,0.197,0.0
517,100103,2014,52,0,0.197,0.0
518,100103,2015,1,0,0.197,0.0
519,100103,2015,2,0,0.197,0.0
520,100103,2015,3,0,0.197,0.0
521,100103,2015,4,0,0.197,0.0
522,100103,2015,5,0,0.197,0.0
523,100103,2015,6,0,0.197,0.0
524,100103,2015,7,0,0.197,0.0
525,100103,2015,8,0,0.197,0.0
526,100103,2015,9,0,0.197,0.0
527,100103,2015,10,0,0.197,0.0
528,100103,2015,11,0,0.197,0.0
529,100103,2015,12,0,0.197,0.0
530,100103,2015,13,0,0.197,0.0
531,100103,2015,14,0,0.197,0.0
532,100103,2015,15,0,0.197,0.0
533,100103,2015,16,0,0.197,0.0
534,100103,2015,17,0,0.197,0.0
535,100103,2015,18,0,0.197,0.0
536,100103,2015,19,0,0.197,0.0
537,100103,2015,20,1,0.197,5.0761421319796955
538,100103,2015,21,0,0.197,0.0
539,100103,2015,22,0,0.197,0.0
540,100103,2015,23,0,0.197,0.0
541,100103,2015,24,0,0.197,0.0
542,100103,2015,25,0,0.197,0.0
543,100103,2015,26,0,0.197,0.0
544,100103,2015,27,0,0.197,0.0
545,100103,2015,28,0,0.197,0.0
546,100103,2015,29,0,0.197,0.0
547,100103,2015,30,0,0.197,0.0
548,100103,2015,31,0,0.197,0.0
549,100103,2015,32,1,0.197,5.0761421319796955
550,100103,2015,33,0,0.197,0.0
551,100103,2015,34,1,0.197,5.0761421319796955
552,100103,2015,35,0,0.197,0.0
553,100103,2015,36,3,0.197,15.228426395939085
554,100103,2015,37,0,0.197,0.0
555,100103,2015,38,0,0.197,0.0
556,100103,2015,39,0,0.197,0.0
557,100103,2015,40,0,0.197,0.0
558,100103,2015,41,3,0.197,15.228426395939085
559,100103,2015,42,1,0.197,5.0761421319796955
560,100103,2015,43,1,0.197,5.0761421319796955
561,100103,2015,44,1,0.197,5.0761421319796955
562,100103,2015,45,0,0.197,0.0
563,100103,2015,46,0,0.197,0.0
564,100103,2015,47,0,0.197,0.0
565,100103,2015,48,0,0.197,0.0
566,100103,2015,49,0,0.197,0.0
567,100103,2015,50,0,0.197,0.0
568,100103,2015,51,0,0.197,0.0
569,100103,2015,52,0,0.197,0.0
570,100103,2015,53,0,0.197,0.0
571,100103,2016,1,0,0.197,0.0
572,100103,2016,2,0,0.197,0.0
573,100103,2016,3,0,0.197,0.0
574,100103,2016,4,0,0.197,0.0
575,100103,2016,5,0,0.197,0.0
576,100103,2016,6,2,0.197,10.152284263959391
577,100103,2016,7,0,0.197,0.0
578,100103,2016,8,0,0.197,0.0
579,100103,2016,9,0,0.197,0.0
580,100103,2016,10,0,0.197,0.0
581,100103,2016,11,0,0.197,0.0
582,100103,2016,12,0,0.197,0.0
583,100103,2016,13,0,0.197,0.0
584,100103,2016,14,0,0.197,0.0
585,100103,2016,15,0,0.197,0.0
586,100103,2016,16,0,0.197,0.0
587,100103,2016,17,0,0.197,0.0
588,100103,2016,18,0,0.197,0.0
589,100103,2016,19,0,0.197,0.0
590,100103,2016,20,0,0.197,0.0
591,100103,2016,21,0,0.197,0.0
592,100103,2016,22,0,0.197,0.0
593,100103,2016,23,0,0.197,0.0
594,100103,2016,24,0,0.197,0.0
595,100103,2016,25,0,0.197,0.0
596,100103,2016,26,0,0.197,0.0
597,100103,2016,27,0,0.197,0.0
598,100103,2016,28,0,0.197,0.0
599,100103,2016,29,0,0.197,0.0
600,100103,2016,30,0,0.197,0.0
601,100103,2016,31,0,0.197,0.0
602,100103,2016,32,0,0.197,0.0
603,100103,2016,33,0,0.197,0.0
604,100103,2016,34,1,0.197,5.0761421319796955
605,100103,2016,35,1,0.197,5.0761421319796955
606,100103,2016,36,0,0.197,0.0
607,100103,2016,37,0,0.197,0.0
608,100103,2016,38,0,0.197,0.0
609,100103,2016,39,0,0.197,0.0
610,100103,2016,40,0,0.197,0.0
611,100103,2016,41,0,0.197,0.0
612,100103,2016,42,0,0.197,0.0
613,100103,2016,43,0,0.197,0.0
614,100103,2016,44,0,0.197,0.0
615,100103,2016,45,0,0.197,0.0
616,100103,2016,46,0,0.197,0.0
617,100103,2016,47,0,0.197,0.0
618,100103,2016,48,0,0.197,0.0
619,100103,2016,49,0,0.197,0.0
620,100103,2016,50,0,0.197,0.0
621,100103,2016,51,0,0.197,0.0
622,100103,2016,52,0,0.197,0.0
623,100103,2017,1,0,0.197,0.0
624,100103,2017,2,0,0.197,0.0
625,100103,2017,3,0,0.197,0.0
626,100103,2017,4,0,0.197,0.0
627,100103,2017,5,0,0.197,0.0
628,100103,2017,6,0,0.197,0.0
629,100103,2017,7,0,0.197,0.0
630,100103,2017,8,0,0.197,0.0
631,100103,2017,9,0,0.197,0.0
632,100103,2017,10,0,0.197,0.0
633,100103,2017,11,0,0.197,0.0
634,100103,2017,12,0,0.197,0.0
635,100103,2017,13,0,0.197,0.0
636,100103,2017,14,0,0.197,0.0
637,100103,2017,15,0,0.197,0.0
638,100103,2017,16,0,0.197,0.0
639,100103,2017,17,0,0.197,0.0
640,100103,2017,18,0,0.197,0.0
641,100103,2017,19,0,0.197,0.0
642,100103,2017,20,0,0.197,0.0
643,100103,2017,21,0,0.197,0.0
644,100103,2017,22,0,0.197,0.0
645,100103,2017,23,0,0.197,0.0
646,100103,2017,24,0,0.197,0.0
647,100103,2017,25,0,0.197,0.0
648,100103,2017,26,0,0.197,0.0
649,100103,2017,27,0,0.197,0.0
650,100103,2017,28,0,0.197,0.0
651,100103,2017,29,0,0.197,0.0
652,100103,2017,30,1,0.197,5.0761421319796955
653,100103,2017,31,0,0.197,0.0
654,100103,2017,32,0,0.197,0.0
655,100103,2017,33,0,0.197,0.0
656,100103,2017,34,1,0.197,5.0761421319796955
657,100103,2017,35,1,0.197,5.0761421319796955
658,100103,2017,36,0,0.197,0.0
659,100103,2017,37,0,0.197,0.0
660,100103,2017,38,1,0.197,5.0761421319796955
661,100103,2017,39,0,0.197,0.0
662,100103,2017,40,0,0.197,0.0
663,100103,2017,41,0,0.197,0.0
664,100103,2017,42,0,0.197,0.0
665,100103,2017,43,0,0.197,0.0
666,100103,2017,44,0,0.197,0.0
667,100103,2017,45,0,0.197,0.0
668,100103,2017,46,0,0.197,0.0
669,100103,2017,47,1,0.197,5.0761421319796955
670,100103,2017,48,1,0.197,5.0761421319796955
671,100103,2017,49,0,0.197,0.0
672,100103,2017,50,0,0.197,0.0
673,100103,2017,51,0,0.197,0.0
674,100103,2017,52,0,0.197,0.0
675,100103,2018,1,0,0.197,0.0
676,100103,2018,2,0,0.197,0.0
677,100103,2018,3,0,0.197,0.0
