,addrcode,Year,WeekNum,NumberCases
286,100111,2018,1,1
287,100111,2018,18,1
288,100112,2014,48,1
289,100112,2014,49,1
290,100112,2015,7,1
291,100112,2015,8,1
292,100112,2015,21,1
293,100112,2015,38,1
294,100112,2015,43,1
295,100112,2015,46,2
296,100112,2015,47,1
297,100112,2015,48,1
298,100112,2015,49,1
299,100112,2016,29,2
300,100112,2017,4,1
301,100112,2017,6,1
302,100112,2017,24,1
303,100112,2017,28,1
304,100112,2017,34,1
305,100112,2017,45,1
306,100112,2018,1,1
307,100112,2018,21,1
308,100201,2014,2,1
309,100201,2014,5,2
310,100201,2014,7,1
311,100201,2014,10,1
312,100201,2014,13,1
313,100201,2014,14,1
314,100201,2014,20,1
315,100201,2014,22,1
316,100201,2014,26,1
317,100201,2014,29,1
318,100201,2014,30,2
319,100201,2014,33,2
320,100201,2014,34,1
321,100201,2014,37,2
322,100201,2014,43,1
323,100201,2014,44,1
324,100201,2014,45,2
325,100201,2014,46,1
326,100201,2014,47,4
327,100201,2014,48,1
328,100201,2014,49,1
329,100201,2015,5,1
330,100201,2015,14,1
331,100201,2015,16,1
332,100201,2015,17,1
333,100201,2015,20,1
334,100201,2015,22,1
335,100201,2015,24,2
336,100201,2015,26,1
337,100201,2015,27,2
338,100201,2015,31,2
339,100201,2015,33,3
340,100201,2015,34,2
341,100201,2015,35,2
342,100201,2015,36,2
343,100201,2015,37,3
344,100201,2015,38,1
345,100201,2015,39,6
346,100201,2015,40,3
347,100201,2015,41,7
348,100201,2015,42,4
349,100201,2015,43,4
350,100201,2015,44,4
351,100201,2015,45,12
352,100201,2015,46,7
353,100201,2015,47,7
354,100201,2015,48,8
355,100201,2015,49,4
356,100201,2015,50,8
357,100201,2015,51,1
358,100201,2016,1,3
359,100201,2016,2,2
360,100201,2016,3,1
361,100201,2016,4,3
362,100201,2016,5,1
363,100201,2016,6,1
364,100201,2016,21,1
365,100201,2016,33,1
366,100201,2016,35,1
367,100201,2016,36,2
368,100201,2016,46,1
369,100201,2016,48,1
370,100201,2016,49,1
371,100201,2016,52,1
372,100201,2017,5,1
373,100201,2017,16,1
374,100201,2017,20,1
375,100201,2017,23,1
376,100201,2017,26,1
377,100201,2017,29,1
378,100201,2017,30,2
379,100201,2017,31,1
380,100201,2017,33,1
381,100201,2017,34,1
382,100201,2017,35,1
383,100201,2017,38,4
384,100201,2017,39,1
385,100201,2017,41,2
386,100201,2017,43,1
387,100201,2017,44,2
388,100201,2017,45,1
389,100201,2017,46,1
390,100201,2017,47,2
391,100201,2017,51,2
392,100201,2018,2,1
393,100201,2018,16,1
394,100202,2014,37,1
395,100202,2014,41,1
396,100202,2015,11,1
397,100202,2015,23,1
398,100202,2015,24,1
399,100202,2015,25,1
400,100202,2015,26,1
401,100202,2015,30,1
402,100202,2015,32,1
403,100202,2015,34,2
404,100202,2015,37,1
405,100202,2015,38,1
406,100202,2015,42,2
407,100202,2015,44,4
408,100202,2015,45,2
409,100202,2015,46,10
410,100202,2015,47,10
411,100202,2015,49,6
412,100202,2015,50,6
413,100202,2015,51,2
414,100202,2016,1,2
415,100202,2016,2,2
416,100202,2016,4,1
417,100202,2016,5,1
418,100202,2016,6,1
419,100202,2016,7,1
420,100202,2016,9,1
421,100202,2016,33,1
422,100202,2016,35,2
423,100202,2016,45,1
424,100202,2016,53,1
425,100202,2017,1,1
426,100202,2017,28,1
427,100202,2017,29,1
428,100202,2017,31,1
429,100202,2017,34,1
430,100202,2017,35,1
431,100202,2017,39,2
432,100202,2017,42,1
433,100202,2017,46,1
434,100202,2017,50,1
435,100202,2018,3,1
436,100202,2018,4,1
437,100202,2018,12,1
438,100202,2018,13,2
439,100203,2014,2,3
440,100203,2014,3,1
441,100203,2014,6,1
442,100203,2014,7,1
443,100203,2014,14,1
444,100203,2014,19,2
445,100203,2014,22,3
446,100203,2014,23,2
447,100203,2014,24,1
448,100203,2014,32,1
449,100203,2014,38,1
450,100203,2014,41,1
451,100203,2015,4,1
452,100203,2015,22,1
453,100203,2015,26,1
454,100203,2015,27,1
455,100203,2015,28,3
456,100203,2015,29,3
457,100203,2015,30,3
458,100203,2015,32,1
459,100203,2015,33,1
460,100203,2015,34,3
461,100203,2015,35,3
462,100203,2015,36,3
463,100203,2015,37,1
464,100203,2015,38,3
465,100203,2015,39,4
466,100203,2015,41,5
467,100203,2015,42,4
468,100203,2015,43,3
469,100203,2015,44,4
470,100203,2015,45,2
471,100203,2015,46,2
472,100203,2015,47,3
473,100203,2015,48,2
474,100203,2015,49,2
475,100203,2015,50,3
476,100203,2016,1,2
477,100203,2016,2,4
478,100203,2016,3,3
479,100203,2016,4,2
480,100203,2016,5,1
481,100203,2016,8,1
482,100203,2016,13,1
483,100203,2016,17,1
484,100203,2016,18,1
485,100203,2016,34,1
486,100203,2016,36,1
487,100203,2016,39,1
488,100203,2016,42,1
489,100203,2016,43,1
490,100203,2017,28,1
491,100203,2017,31,1
492,100203,2017,38,1
493,100203,2017,41,1
494,100203,2017,44,1
495,100203,2017,47,1
496,100204,2014,4,2
497,100204,2014,6,1
498,100204,2014,9,1
499,100204,2014,11,1
500,100204,2014,32,1
501,100204,2014,33,1
502,100204,2014,34,1
503,100204,2014,41,1
504,100204,2014,46,2
505,100204,2014,47,1
506,100204,2014,48,3
507,100204,2014,49,1
508,100204,2015,2,2
509,100204,2015,20,1
510,100204,2015,31,1
511,100204,2015,38,1
512,100204,2015,42,1
513,100204,2015,43,1
514,100204,2015,44,2
515,100204,2015,45,1
516,100204,2015,46,2
517,100204,2015,47,1
518,100204,2015,48,2
519,100204,2015,49,1
520,100204,2015,50,1
521,100204,2016,2,1
522,100204,2016,3,1
523,100204,2016,4,1
524,100204,2016,10,1
525,100204,2016,11,1
526,100204,2016,41,1
527,100204,2016,42,2
528,100204,2016,47,1
529,100204,2016,48,1
530,100204,2017,19,1
531,100204,2017,23,1
532,100204,2017,24,5
533,100204,2017,25,1
534,100204,2017,26,1
535,100204,2017,27,4
536,100204,2017,28,6
537,100204,2017,30,3
538,100204,2017,31,2
539,100204,2017,32,5
540,100204,2017,33,1
541,100204,2017,35,2
542,100204,2017,36,2
543,100204,2017,37,2
544,100204,2017,40,3
545,100204,2017,41,1
546,100204,2017,46,2
547,100204,2017,49,1
548,100204,2018,5,1
549,100204,2018,7,1
550,100204,2018,10,1
551,100204,2018,12,1
552,100206,2014,3,1
553,100206,2014,5,4
554,100206,2014,6,1
555,100206,2014,7,1
556,100206,2014,8,2
557,100206,2014,9,1
558,100206,2014,12,1
559,100206,2014,17,1
560,100206,2014,18,1
561,100206,2014,20,1
562,100206,2014,25,1
563,100206,2014,28,1
564,100206,2014,33,1
565,100206,2014,36,2
566,100206,2014,38,2
567,100206,2014,40,2
568,100206,2014,42,1
569,100206,2014,45,2
570,100206,2014,47,1
571,100206,2014,48,1
572,100206,2014,50,2
573,100206,2015,2,1
574,100206,2015,3,1
575,100206,2015,4,2
576,100206,2015,10,5
577,100206,2015,12,1
578,100206,2015,15,2
579,100206,2015,17,1
580,100206,2015,19,5
581,100206,2015,20,1
582,100206,2015,21,4
583,100206,2015,22,5
584,100206,2015,23,4
585,100206,2015,24,3
586,100206,2015,25,3
587,100206,2015,26,2
588,100206,2015,27,2
589,100206,2015,28,2
590,100206,2015,29,3
591,100206,2015,31,1
592,100206,2015,32,3
593,100206,2015,33,3
594,100206,2015,34,3
595,100206,2015,35,3
596,100206,2015,36,7
597,100206,2015,37,11
598,100206,2015,38,5
599,100206,2015,39,9
600,100206,2015,40,9
601,100206,2015,41,11
602,100206,2015,42,9
603,100206,2015,43,15
604,100206,2015,44,8
605,100206,2015,45,17
606,100206,2015,46,21
607,100206,2015,47,25
608,100206,2015,48,16
609,100206,2015,49,12
610,100206,2015,50,9
611,100206,2015,51,5
612,100206,2016,1,5
613,100206,2016,2,8
614,100206,2016,3,5
615,100206,2016,6,2
616,100206,2016,9,1
617,100206,2016,12,1
618,100206,2016,14,1
619,100206,2016,28,1
620,100206,2016,29,1
621,100206,2016,30,2
622,100206,2016,31,1
623,100206,2016,32,3
624,100206,2016,33,1
625,100206,2016,34,1
626,100206,2016,37,1
627,100206,2016,39,1
628,100206,2016,40,2
629,100206,2016,42,1
630,100206,2016,43,1
631,100206,2016,44,2
632,100206,2016,45,2
633,100206,2016,46,2
634,100206,2016,47,2
635,100206,2016,48,1
636,100206,2016,49,1
637,100206,2016,50,2
638,100206,2016,51,2
639,100206,2016,53,2
640,100206,2017,1,1
641,100206,2017,2,1
642,100206,2017,3,2
643,100206,2017,4,1
644,100206,2017,5,2
645,100206,2017,19,2
646,100206,2017,20,3
647,100206,2017,21,4
648,100206,2017,22,2
649,100206,2017,23,1
650,100206,2017,24,1
651,100206,2017,25,2
652,100206,2017,26,4
653,100206,2017,27,5
654,100206,2017,28,5
655,100206,2017,29,7
656,100206,2017,30,6
657,100206,2017,31,15
658,100206,2017,32,7
659,100206,2017,33,4
660,100206,2017,34,5
661,100206,2017,35,2
662,100206,2017,36,6
663,100206,2017,37,10
664,100206,2017,38,7
665,100206,2017,39,2
666,100206,2017,40,10
667,100206,2017,41,6
668,100206,2017,42,4
669,100206,2017,43,4
670,100206,2017,44,6
671,100206,2017,45,2
672,100206,2017,46,4
673,100206,2017,47,6
674,100206,2017,48,2
675,100206,2017,50,1
676,100206,2017,51,2
677,100206,2018,1,1
678,100206,2018,2,1
679,100206,2018,3,1
680,100206,2018,8,1
681,100206,2018,9,2
682,100206,2018,10,1
683,100206,2018,11,2
684,100206,2018,12,1
685,100206,2018,16,1
686,100206,2018,17,2
687,100206,2018,20,1
688,100212,2015,44,1
689,100214,2015,36,1
690,100301,2014,2,1
691,100301,2014,3,2
692,100301,2014,6,1
693,100301,2014,12,2
694,100301,2014,13,1
695,100301,2014,19,1
696,100301,2014,22,1
697,100301,2014,25,1
698,100301,2014,26,1
699,100301,2014,31,2
700,100301,2014,35,1
701,100301,2014,40,1
702,100301,2014,42,1
703,100301,2014,43,2
704,100301,2014,44,3
705,100301,2014,45,2
706,100301,2014,49,2
707,100301,2014,51,3
708,100301,2015,2,2
709,100301,2015,6,1
710,100301,2015,18,1
711,100301,2015,19,1
712,100301,2015,20,1
713,100301,2015,21,3
714,100301,2015,22,2
715,100301,2015,23,2
716,100301,2015,24,4
717,100301,2015,25,5
718,100301,2015,26,7
719,100301,2015,28,4
720,100301,2015,29,3
721,100301,2015,30,5
722,100301,2015,31,4
723,100301,2015,32,3
724,100301,2015,33,4
725,100301,2015,34,4
726,100301,2015,35,1
727,100301,2015,36,5
728,100301,2015,37,7
729,100301,2015,38,4
730,100301,2015,39,1
731,100301,2015,40,6
732,100301,2015,41,12
733,100301,2015,42,6
734,100301,2015,44,3
735,100301,2015,45,11
736,100301,2015,46,11
737,100301,2015,47,10
738,100301,2015,48,2
739,100301,2015,49,3
740,100301,2015,50,2
741,100301,2015,51,3
742,100301,2016,1,1
743,100301,2016,2,1
744,100301,2016,4,1
745,100301,2016,5,3
746,100301,2016,6,2
747,100301,2016,7,2
748,100301,2016,8,1
749,100301,2016,9,3
750,100301,2016,10,1
751,100301,2016,13,1
752,100301,2016,15,2
753,100301,2016,19,1
754,100301,2016,25,1
755,100301,2016,26,1
756,100301,2016,29,1
757,100301,2016,30,2
758,100301,2016,31,1
759,100301,2016,33,3
760,100301,2016,35,1
761,100301,2016,36,2
762,100301,2016,37,1
763,100301,2016,39,1
764,100301,2016,40,1
765,100301,2016,41,1
766,100301,2016,42,1
767,100301,2016,43,1
768,100301,2016,44,1
769,100301,2016,46,1
770,100301,2016,48,1
771,100301,2016,49,1
772,100301,2017,5,1
773,100301,2017,10,1
774,100301,2017,17,1
775,100301,2017,25,1
776,100301,2017,26,1
777,100301,2017,27,1
778,100301,2017,28,3
779,100301,2017,29,4
780,100301,2017,30,1
781,100301,2017,31,4
782,100301,2017,33,1
783,100301,2017,34,1
784,100301,2017,36,2
785,100301,2017,37,5
786,100301,2017,38,5
787,100301,2017,39,1
788,100301,2017,40,2
789,100301,2017,41,3
790,100301,2017,42,4
791,100301,2017,43,3
792,100301,2017,44,3
793,100301,2017,45,4
794,100301,2017,46,8
795,100301,2017,47,4
796,100301,2017,48,4
797,100301,2017,49,5
798,100301,2017,50,2
799,100301,2017,51,2
800,100301,2017,52,2
801,100301,2018,1,2
802,100301,2018,2,1
803,100301,2018,3,1
804,100301,2018,4,3
805,100301,2018,6,1
806,100301,2018,8,1
807,100301,2018,9,2
808,100301,2018,10,4
809,100301,2018,12,2
810,100301,2018,13,3
811,100301,2018,15,4
812,100301,2018,16,1
813,100301,2018,17,2
814,100301,2018,20,1
815,100302,2014,6,2
816,100302,2014,7,1
817,100302,2014,8,2
818,100302,2014,12,1
819,100302,2014,20,1
820,100302,2014,36,1
821,100302,2014,40,1
822,100302,2014,43,5
823,100302,2014,44,1
824,100302,2014,45,1
825,100302,2014,46,2
826,100302,2014,47,1
827,100302,2014,48,1
828,100302,2014,49,1
829,100302,2014,50,1
830,100302,2015,2,1
831,100302,2015,5,1
832,100302,2015,7,1
833,100302,2015,8,1
834,100302,2015,19,2
835,100302,2015,21,1
836,100302,2015,22,2
837,100302,2015,23,4
838,100302,2015,25,1
839,100302,2015,26,1
840,100302,2015,27,6
841,100302,2015,28,2
842,100302,2015,29,3
843,100302,2015,30,6
844,100302,2015,31,2
845,100302,2015,32,3
846,100302,2015,33,4
847,100302,2015,34,6
848,100302,2015,35,6
849,100302,2015,36,5
850,100302,2015,37,2
851,100302,2015,38,5
852,100302,2015,39,4
853,100302,2015,40,5
854,100302,2015,41,3
855,100302,2015,42,4
856,100302,2015,44,6
857,100302,2015,45,7
858,100302,2015,46,3
859,100302,2015,47,5
860,100302,2015,48,4
861,100302,2015,49,3
862,100302,2015,50,2
863,100302,2015,51,1
864,100302,2016,1,3
865,100302,2016,2,2
866,100302,2016,5,2
867,100302,2016,6,1
868,100302,2016,7,2
869,100302,2016,8,2
870,100302,2016,9,1
871,100302,2016,10,1
872,100302,2016,11,2
873,100302,2016,13,1
874,100302,2016,15,1
875,100302,2016,20,1
876,100302,2016,23,2
877,100302,2016,26,1
878,100302,2016,31,1
879,100302,2016,32,1
880,100302,2016,33,2
881,100302,2016,34,1
882,100302,2016,35,2
883,100302,2016,36,1
884,100302,2016,37,2
885,100302,2016,39,3
886,100302,2016,41,2
887,100302,2016,42,1
888,100302,2016,43,1
889,100302,2017,1,1
890,100302,2017,25,2
891,100302,2017,26,1
892,100302,2017,27,1
893,100302,2017,28,1
894,100302,2017,29,1
895,100302,2017,30,2
896,100302,2017,31,3
897,100302,2017,32,2
898,100302,2017,34,1
899,100302,2017,35,1
900,100302,2017,37,1
901,100302,2017,38,1
902,100302,2017,39,1
903,100302,2017,40,1
904,100302,2017,42,2
905,100302,2017,43,2
906,100302,2017,44,5
907,100302,2017,45,1
908,100302,2017,47,2
909,100302,2017,48,2
910,100302,2017,49,1
911,100302,2017,50,3
912,100302,2017,52,2
913,100302,2018,1,1
914,100302,2018,2,1
915,100302,2018,9,1
916,100302,2018,10,2
917,100302,2018,11,1
918,100302,2018,12,6
919,100302,2018,13,2
920,100302,2018,14,1
921,100302,2018,16,1
922,100302,2018,17,1
923,100303,2014,45,1
924,100303,2014,47,1
925,100303,2014,48,1
926,100303,2015,2,1
927,100303,2015,5,1
928,100303,2015,25,2
929,100303,2015,28,1
930,100303,2015,29,3
931,100303,2015,31,2
932,100303,2015,32,2
933,100303,2015,35,1
934,100303,2015,36,1
935,100303,2015,37,1
936,100303,2015,40,1
937,100303,2015,41,1
938,100303,2015,43,1
939,100303,2015,48,1
940,100303,2015,51,1
941,100303,2016,2,1
942,100303,2016,4,1
943,100303,2016,9,2
944,100303,2016,10,1
945,100303,2016,20,1
946,100303,2016,31,1
947,100303,2016,34,1
948,100303,2016,38,1
949,100303,2016,39,1
950,100303,2017,5,1
951,100303,2017,11,1
952,100303,2017,28,1
953,100303,2017,32,1
954,100303,2017,35,1
955,100303,2017,36,1
956,100303,2017,37,1
957,100303,2017,39,2
958,100303,2017,41,1
959,100303,2017,42,1
960,100303,2017,45,2
961,100303,2018,12,1
962,100303,2018,14,1
963,100304,2014,12,1
964,100304,2014,29,1
965,100304,2014,47,1
966,100304,2014,48,1
967,100304,2015,12,1
968,100304,2015,14,1
969,100304,2015,15,1
970,100304,2015,21,1
971,100304,2015,30,2
972,100304,2015,31,1
973,100304,2015,32,1
974,100304,2015,34,2
975,100304,2015,35,1
976,100304,2015,36,1
977,100304,2015,37,2
978,100304,2015,38,1
979,100304,2015,39,1
980,100304,2015,40,2
981,100304,2015,42,2
982,100304,2015,47,2
983,100304,2015,48,2
984,100304,2015,49,1
985,100304,2015,50,1
986,100304,2015,51,1
987,100304,2016,26,1
988,100304,2016,27,1
989,100304,2016,28,1
990,100304,2016,29,1
991,100304,2016,30,2
992,100304,2016,31,3
993,100304,2016,33,4
994,100304,2016,35,3
995,100304,2016,37,1
996,100304,2016,38,1
997,100304,2016,39,1
998,100304,2016,40,1
999,100304,2016,45,1
1000,100304,2016,51,1
1001,100304,2017,30,1
1002,100304,2017,32,1
1003,100304,2017,36,1
1004,100304,2017,37,2
1005,100304,2017,38,1
1006,100304,2017,40,1
1007,100304,2017,46,1
1008,100304,2018,1,1
1009,100304,2018,3,1
1010,100304,2018,13,1
1011,100305,2014,2,3
1012,100305,2014,4,1
1013,100305,2014,6,1
1014,100305,2014,7,1
1015,100305,2014,8,2
1016,100305,2014,10,1
1017,100305,2014,12,1
1018,100305,2014,14,1
1019,100305,2014,19,1
1020,100305,2014,26,2
1021,100305,2014,28,3
1022,100305,2014,29,1
1023,100305,2014,31,1
1024,100305,2014,32,1
1025,100305,2014,34,1
1026,100305,2014,36,1
1027,100305,2014,40,3
1028,100305,2014,43,1
1029,100305,2014,44,1
1030,100305,2014,46,2
1031,100305,2014,49,1
1032,100305,2014,51,1
1033,100305,2015,4,1
1034,100305,2015,7,3
1035,100305,2015,13,2
1036,100305,2015,14,2
1037,100305,2015,18,1
1038,100305,2015,21,1
1039,100305,2015,24,4
1040,100305,2015,25,1
1041,100305,2015,26,4
1042,100305,2015,27,2
1043,100305,2015,28,3
1044,100305,2015,29,5
1045,100305,2015,30,4
1046,100305,2015,31,2
1047,100305,2015,32,6
1048,100305,2015,33,9
1049,100305,2015,34,2
1050,100305,2015,35,4
1051,100305,2015,36,4
1052,100305,2015,37,1
1053,100305,2015,39,2
1054,100305,2015,40,3
1055,100305,2015,41,5
1056,100305,2015,42,3
1057,100305,2015,43,6
1058,100305,2015,45,6
1059,100305,2015,46,10
1060,100305,2015,47,5
1061,100305,2015,48,2
1062,100305,2015,49,4
1063,100305,2015,50,3
1064,100305,2016,1,5
1065,100305,2016,2,2
1066,100305,2016,4,1
1067,100305,2016,5,1
1068,100305,2016,8,3
1069,100305,2016,9,2
1070,100305,2016,11,1
1071,100305,2016,17,1
1072,100305,2016,19,1
1073,100305,2016,23,1
1074,100305,2016,27,1
1075,100305,2016,29,1
1076,100305,2016,30,2
1077,100305,2016,36,1
1078,100305,2016,38,1
1079,100305,2016,40,2
1080,100305,2016,41,1
1081,100305,2016,42,1
1082,100305,2016,43,1
1083,100305,2016,48,2
1084,100305,2017,1,1
1085,100305,2017,9,1
1086,100305,2017,10,1
1087,100305,2017,24,1
1088,100305,2017,27,1
1089,100305,2017,28,1
1090,100305,2017,29,2
1091,100305,2017,32,3
1092,100305,2017,33,4
1093,100305,2017,34,1
1094,100305,2017,37,1
1095,100305,2017,38,2
1096,100305,2017,39,4
1097,100305,2017,40,1
1098,100305,2017,41,4
1099,100305,2017,42,2
1100,100305,2017,43,2
1101,100305,2017,44,2
1102,100305,2017,45,1
1103,100305,2017,46,8
1104,100305,2017,47,7
1105,100305,2017,48,4
1106,100305,2017,49,4
1107,100305,2017,50,3
1108,100305,2017,51,2
1109,100305,2018,1,1
1110,100305,2018,2,1
1111,100305,2018,3,2
1112,100305,2018,4,3
1113,100305,2018,5,2
1114,100305,2018,9,1
1115,100305,2018,10,1
1116,100305,2018,11,2
1117,100305,2018,12,1
1118,100305,2018,13,2
1119,100305,2018,15,1
1120,100305,2018,16,1
1121,100305,2018,17,2
1122,100305,2018,19,1
1123,100305,2018,20,3
1124,100306,2014,21,1
1125,100306,2014,31,2
1126,100306,2014,41,1
1127,100306,2014,45,1
1128,100306,2014,47,1
1129,100306,2015,2,1
1130,100306,2015,11,1
1131,100306,2015,18,1
1132,100306,2015,21,1
1133,100306,2015,24,2
1134,100306,2015,25,1
1135,100306,2015,26,1
1136,100306,2015,27,2
1137,100306,2015,31,1
1138,100306,2015,34,2
1139,100306,2015,35,1
1140,100306,2015,36,1
1141,100306,2015,37,3
1142,100306,2015,38,2
1143,100306,2015,39,2
1144,100306,2015,40,3
1145,100306,2015,41,2
1146,100306,2015,42,4
1147,100306,2015,43,2
1148,100306,2015,44,4
1149,100306,2015,45,7
